time stamp,deltatime,stepcount_currentEP,totalstepcount,completedEpisodes,cumaltiveRewardInCurrentEP,wheelAction1,wheelAction2,wheelAction3,wheelAction4,wheeltorque1,wheeltorque2,wheeltorque3,wheeltorque4,legAction1,legAction2,legAction3,legAction4,legRotate1,legRotate2,legRotate3,legRotate4,velcoityToGoal,vehicleVelocity_x,vehicleVelocity_y,vehicleVelocity_z,goalVelocity_x,goalVelocity_y,goalVelocity_z,vehicleRotation_x,vehicleRotation_y,vehicleRotation_z,vehicleRotation_w,TargetRealtivePosition_x,TargetRealtivePosition_y,TargetRealtivePosition_z,legRotation_1,legRotation_2,legRotation_3,legRotation_4,
2021-03-19T18:09:41.7825231+02:00,79.8214,1,1,0,0,1,1,1,0,-100,-100,-100,-100,1,0,0,0,-1,0,0,0,1,0,0,0,-2.980232E-08,0,1,0,-0.3826835,0,0.9238795,9.536743E-07,-0.1,14.14214,302.2063,248.7803,26.55001,211.7258,
2021-03-19T18:09:41.7830465+02:00,518.8157,6,6,0,0,1,1,1,0,-100,-100,-100,-100,0,2,1,0,0,1,-1,0,1.166742,-0.008288074,-0.5102065,-0.04924165,-2.980232E-08,4.656613E-10,1,-0.0003240311,-0.3823738,0.004200886,0.9239982,0.007303238,-0.1962173,14.14155,302.2063,248.7803,21.55001,211.7258,
2021-03-19T18:09:41.7830465+02:00,22.844,11,11,0,0,0,0,1,1,0,0,-100,0,1,0,0,2,-1,0,0,1,1.503893,-0.01664828,-0.9681481,-0.1506979,-1.192093E-07,-5.587935E-09,1,0.008296941,-0.3805343,0.01683656,0.9245763,0.01792002,-0.2473053,14.1455,297.2063,248.7803,21.55001,206.7258,
2021-03-19T18:09:41.7835421+02:00,62.4956,16,16,0,0,1,2,0,0,-100,100,0,100,1,2,2,2,-1,1,1,1,1.845486,-0.02198941,-1.32353,-0.2859251,-8.940697E-08,-1.490116E-08,1,0.02640117,-0.381927,0.03897305,0.9229929,-0.07590294,-0.2795829,14.15177,297.2063,243.7803,16.55002,206.7258,
2021-03-19T18:09:41.7840421+02:00,54.0608,21,21,0,0,2,0,2,1,100,0,100,0,2,0,2,0,1,0,1,0,2.025943,-0.03027081,-1.549838,-0.3044275,8.940697E-08,4.470348E-08,1,0.06825745,-0.3941408,0.08373688,0.9126785,-0.05394936,-0.2443402,14.16378,292.2062,238.7804,11.55002,211.7259,
2021-03-19T18:09:41.7845369+02:00,50.5972,26,26,0,0,0,1,1,1,0,-100,-100,-100,0,0,1,0,0,0,-1,0,0.8941448,-0.06757843,-0.1289092,0.117781,-8.940697E-08,0,1,0.103724,-0.3993212,0.1009647,0.9053122,-0.001793385,0.2841101,14.15869,292.2062,238.7804,16.55002,216.7258,
2021-03-19T18:09:41.7845369+02:00,45.1066,31,31,0,0,2,0,1,1,100,0,-100,0,2,1,2,0,1,-1,1,0,0.9803197,-0.108951,0.001222005,0.02575414,-1.788139E-07,-8.940697E-08,1,0.1049055,-0.3968184,0.1040519,0.9059267,-0.002757549,0.2381463,14.15556,292.2062,238.7804,16.55002,211.7259,
2021-03-19T18:09:41.7850307+02:00,72.9118,36,36,0,0,0,0,2,1,0,0,100,0,1,0,0,0,-1,0,0,0,0.9125179,-0.2123485,-0.06173247,0.1146831,2.980232E-08,1.490116E-08,1,0.1124005,-0.3908191,0.1096072,0.9069801,0.004366398,0.2901561,14.15004,297.2062,238.7804,21.55002,216.7258,
2021-03-19T18:09:41.7855267+02:00,72.4409,41,41,0,0,1,2,1,0,-100,100,-100,100,1,1,1,0,-1,-1,-1,0,0.9808366,-0.1582827,0.01841076,0.03219431,0,2.980232E-08,1,0.1177487,-0.3838887,0.1189165,0.9080879,0.03604937,0.1910095,14.15315,297.2062,238.7804,16.55001,216.7258,
2021-03-19T18:09:41.7860214+02:00,55.5546,46,46,0,0,2,1,1,2,100,-100,-100,-100,1,2,0,0,-1,1,0,0,0.9961455,-0.09142037,0.02160412,0.008293785,-5.960464E-08,0,1,0.1234713,-0.378221,0.1238482,0.9090464,0.0009374619,0.1872134,14.15545,302.2062,238.7804,11.55001,211.7259,
