time stamp,deltatime,stepcount_currentEP,totalstepcount,completedEpisodes,cumaltiveRewardInCurrentEP,wheelAction1,wheelAction2,wheelAction3,wheelAction4,wheeltorque1,wheeltorque2,wheeltorque3,wheeltorque4,legAction1,legAction2,legAction3,legAction4,legRotate1,legRotate2,legRotate3,legRotate4,velcoityToGoal,vehicleVelocity_x,vehicleVelocity_y,vehicleVelocity_z,goalVelocity_x,goalVelocity_y,goalVelocity_z,vehicleRotation_x,vehicleRotation_y,vehicleRotation_z,vehicleRotation_w,TargetRealtivePosition_x,TargetRealtivePosition_y,TargetRealtivePosition_z,legRotation_1,legRotation_2,legRotation_3,legRotation_4,
2021-03-19T18:12:48.5558054+02:00,84.8403,1,1,0,0,1,2,1,1,-100,100,-100,100,2,1,1,2,1,-1,-1,1,1,0,0,0,0,0,1,0,-0.5413858,0,0.8407743,9.536743E-07,-0.1,24.16609,19.48674,356.2316,346.0153,4.094596,
2021-03-19T18:12:48.5563320+02:00,374.4831,6,6,0,0,1,1,2,1,-100,-100,100,-100,2,2,1,2,1,1,-1,1,1.064458,-0.0747443,-0.01371607,-0.06174232,-5.960464E-08,-1.164153E-09,1,-0.00275711,-0.5389012,-0.004885736,0.8423504,0.094347,-0.1235833,24.16847,24.48674,351.2316,351.0153,359.0946,
2021-03-19T18:12:48.5568244+02:00,22.8278,11,11,0,0,1,1,2,1,-100,-100,100,-100,2,0,2,0,1,0,1,0,1.129977,-0.1595026,0.007428066,-0.1186386,-8.940697E-08,0,1,-0.004013364,-0.5347962,-0.008210699,0.8449317,-0.05006409,-0.1120819,24.17539,19.48673,346.2316,356.0153,354.0946,
2021-03-19T18:12:48.5568244+02:00,46.6155,16,16,0,0,2,0,0,1,100,0,0,0,0,0,1,0,0,0,-1,0,1.181185,-0.2425444,0.01355654,-0.1559356,-2.086163E-07,-1.862645E-09,1,-0.005179404,-0.5383995,-0.01104089,0.8426015,-0.06169128,-0.1074415,24.18375,19.48672,346.2316,1.015251,359.0946,
2021-03-19T18:12:48.5572934+02:00,31.7134,21,21,0,0,2,1,1,1,100,-100,-100,-100,1,2,0,1,-1,1,0,-1,1.14859,-0.2121507,0.004597453,-0.1288175,-2.086163E-07,-2.793968E-09,1,-0.005996977,-0.5460969,-0.01298208,0.8376,-0.07815838,-0.1044124,24.19141,19.48672,346.2316,1.015251,354.0946,
2021-03-19T18:12:48.5578162+02:00,56.5726,26,26,0,0,0,0,2,2,0,0,100,0,0,0,0,1,0,0,0,-1,1.134851,-0.2425044,0.02771628,-0.1082911,-8.940697E-08,2.793968E-09,1,-0.006124039,-0.5549083,-0.01432854,0.8317656,-0.1495476,-0.08381632,24.19778,14.48672,351.2316,356.0153,354.0946,
2021-03-19T18:12:48.5583124+02:00,65.4445,31,31,0,0,1,2,1,1,-100,100,-100,100,1,0,2,0,-1,0,1,0,1.087349,-0.1931024,0.02280501,-0.06982249,2.980232E-08,9.313226E-10,1,-0.006546666,-0.5642053,-0.01470726,0.8254775,-0.05048466,-0.09783249,24.20273,14.48671,356.2316,356.0153,354.0946,
2021-03-19T18:12:48.5588083+02:00,65.472,36,36,0,0,1,1,0,0,-100,-100,0,-100,1,1,0,0,-1,-1,0,0,1.112974,-0.2435238,0.009365264,-0.08596444,-1.192093E-07,1.862645E-09,1,-0.006920156,-0.5661347,-0.0157705,0.8241329,-0.01340675,-0.09519945,24.20736,14.48671,356.2316,351.0153,359.0946,
2021-03-19T18:12:48.5588083+02:00,68.971,41,41,0,0,1,0,0,2,-100,0,0,0,1,1,1,0,-1,-1,-1,0,1.128184,-0.2634833,-0.03120905,-0.096541,-2.980232E-08,0,1,-0.008521069,-0.5640714,-0.01926044,0.8254575,0.02691364,-0.09523743,24.21352,19.48671,356.2316,346.0153,359.0946,
2021-03-19T18:12:48.5593070+02:00,66.4368,46,46,0,0,2,0,1,1,100,0,-100,0,0,2,1,1,0,1,-1,-1,1.149264,-0.2907879,-0.07642981,-0.1092377,-5.960464E-08,-7.450581E-09,1,-0.01079895,-0.559476,-0.02486605,0.8284031,0.08243275,-0.08199939,24.22104,24.48671,356.2316,341.0153,354.0946,
