time stamp,deltatime,stepcount_currentEP,totalstepcount,completedEpisodes,cumaltiveRewardInCurrentEP,wheelAction1,wheelAction2,wheelAction3,wheelAction4,wheeltorque1,wheeltorque2,wheeltorque3,wheeltorque4,legAction1,legAction2,legAction3,legAction4,legRotate1,legRotate2,legRotate3,legRotate4,velcoityToGoal,vehicleVelocity_x,vehicleVelocity_y,vehicleVelocity_z,goalVelocity_x,goalVelocity_y,goalVelocity_z,vehicleRotation_x,vehicleRotation_y,vehicleRotation_z,vehicleRotation_w,TargetRealtivePosition_x,TargetRealtivePosition_y,TargetRealtivePosition_z,legRotation_1,legRotation_2,legRotation_3,legRotation_4,
2021-03-19T18:12:50.1038439+02:00,80.8708,1,1,0,0,1,1,1,1,-100,-100,-100,-100,2,0,1,1,1,0,-1,-1,1,0,0,0,0,0,1,0,0,0,1,0,-0.1,2.5,147.7009,156.0227,14.72267,131.69,
2021-03-19T18:12:50.1043406+02:00,374.4831,6,6,0,0,1,1,1,1,-100,-100,-100,-100,2,1,1,0,1,-1,-1,0,1.156962,0.03634816,-0.5045238,-0.0405263,1.164153E-10,0,1,0.005619103,0.0004550545,-2.3713E-06,0.9999841,0.001531999,-0.09197953,2.499868,147.7009,161.0227,19.72267,126.69,
2021-03-19T18:12:50.1043406+02:00,22.8278,11,11,0,0,1,1,1,1,-100,-100,-100,-100,0,0,1,0,0,0,-1,0,1.484243,0.0673127,-1.02535,-0.07103018,9.313226E-10,-7.450581E-09,1,0.02130258,0.0005991419,5.26284E-07,0.9997729,0.001278125,-0.04096853,2.502285,152.7009,161.0227,24.72267,121.69,
2021-03-19T18:12:50.1048359+02:00,46.6155,16,16,0,0,1,1,1,1,-100,-100,-100,-100,0,1,1,1,0,-1,-1,-1,1.841693,0.159634,-1.411545,-0.1721305,-2.793968E-09,7.450581E-09,0.9999999,0.04433731,-0.0005238312,7.246162E-05,0.9990165,0.001369948,0.02943905,2.50844,152.7008,161.0227,24.72268,116.69,
2021-03-19T18:12:50.1053315+02:00,31.7134,21,21,0,0,1,1,1,1,-100,-100,-100,-100,0,1,0,1,0,-1,0,-1,2.210001,0.1857,-1.851661,-0.1920455,-3.72529E-09,2.980232E-08,1,0.07791598,-0.00652039,0.0002998184,0.9969386,-0.001156908,0.1392439,2.516468,157.7008,166.0226,24.72267,111.69,
2021-03-19T18:12:50.1058279+02:00,57.0674,26,26,0,0,1,1,1,1,-100,-100,-100,-100,0,1,0,0,0,-1,0,0,0.7737527,0.3469436,-0.3996332,0.4355385,3.72529E-09,0,1,0.07584405,-0.009886871,0.0001162337,0.9970707,-0.007267483,0.2816779,2.497385,162.7008,171.0226,24.72266,111.69,
2021-03-19T18:12:50.1063269+02:00,65.4445,31,31,0,0,1,1,1,1,-100,-100,-100,-100,0,1,0,0,0,-1,0,0,0.8471466,0.4418106,-0.4055179,0.4016557,-8.731149E-11,1.490116E-08,1,0.02941155,-0.01408567,0.0001627257,0.9994681,-0.004556566,0.3017989,2.475682,167.7008,171.0226,24.72266,111.69,
2021-03-19T18:12:50.1063269+02:00,65.472,36,36,0,0,1,1,1,0,-100,-100,-100,-100,1,1,0,0,-1,-1,0,0,1.053668,0.1870376,0.08768634,-0.03322056,-1.862645E-09,1.862645E-09,1,0.0004908768,-0.01580445,2.982892E-05,0.999875,-0.005461171,0.2523441,2.473816,172.7008,171.0227,24.72266,111.69,
2021-03-19T18:12:50.1068198+02:00,68.971,41,41,0,0,0,1,1,1,0,-100,-100,-100,2,0,2,1,1,0,1,-1,1.029639,0.006620532,-0.009142641,-0.02957729,0,1.862645E-09,1,0.001137866,-0.02560009,2.451612E-05,0.9996716,0.0003337711,0.2533506,2.481251,177.7008,171.0227,19.72264,111.69,
2021-03-19T18:12:50.1073246+02:00,66.4368,46,46,0,0,0,1,1,0,0,-100,-100,-100,1,2,2,1,-1,1,1,-1,1.000118,-0.06982489,-0.0396055,0.003108413,3.72529E-09,1.396984E-09,1,0.001105984,-0.02485905,1.843677E-05,0.9996904,0.001781017,0.2568993,2.480948,177.7008,176.0226,24.72264,116.69,
