time stamp,deltatime,stepcount_currentEP,totalstepcount,completedEpisodes,cumaltiveRewardInCurrentEP,wheelAction1,wheelAction2,wheelAction3,wheelAction4,wheeltorque1,wheeltorque2,wheeltorque3,wheeltorque4,legAction1,legAction2,legAction3,legAction4,legRotate1,legRotate2,legRotate3,legRotate4,velcoityToGoal,vehicleVelocity_x,vehicleVelocity_y,vehicleVelocity_z,goalVelocity_x,goalVelocity_y,goalVelocity_z,vehicleRotation_x,vehicleRotation_y,vehicleRotation_z,vehicleRotation_w,TargetRealtivePosition_x,TargetRealtivePosition_y,TargetRealtivePosition_z,legRotation_1,legRotation_2,legRotation_3,legRotation_4,
2021-03-19T18:06:52.7396153+02:00,153.2629,1,1,0,0,1,0,0,0,-100,0,0,0,2,1,2,0,1,-1,1,0,1,0,0,0,0,0,1,0,-0.5413858,0,0.8407743,9.536743E-07,-0.1,24.16609,66.52771,96.47625,339.6837,205.6533,
2021-03-19T18:06:52.7401106+02:00,632.5516,6,6,0,0,1,2,1,0,-100,100,-100,100,2,0,2,1,1,0,1,-1,1.176965,-0.04473372,-0.4223099,-0.09767931,-1.192093E-07,-1.396984E-09,1,-0.003801515,-0.5401324,0.009695184,0.8415157,0.03017807,-0.4174551,24.1644,71.52769,96.47628,344.6837,210.6533,
2021-03-19T18:06:52.7406081+02:00,29.264,11,11,0,0,0,1,0,1,0,-100,0,-100,0,1,2,1,0,-1,1,-1,1.470342,-0.02591726,-0.9181834,-0.1481171,-5.960464E-08,1.117587E-08,1,0.003504278,-0.5402729,0.03137938,0.8408973,0.002663612,-0.475973,24.16881,71.52767,101.4763,349.6837,215.6533,
2021-03-19T18:06:52.7411057+02:00,72.9112,16,16,0,0,0,1,1,2,0,-100,-100,-100,0,0,0,1,0,0,0,-1,1.817666,-0.02138273,-1.357036,-0.209093,-2.980232E-08,-3.72529E-09,1,0.01090419,-0.5410226,0.05449773,0.8391696,-0.01122379,-0.524132,24.17443,76.52766,106.4763,349.6837,220.6533,
2021-03-19T18:06:52.7415990+02:00,30.2565,21,21,0,0,1,1,1,0,-100,-100,-100,-100,0,1,1,1,0,-1,-1,-1,1.560982,-0.1133673,-0.8678041,-0.292567,5.960464E-08,7.450581E-09,1,0.05231312,-0.5412468,0.1078683,0.8322738,-0.1468267,0.2164923,24.19827,76.52766,111.4763,349.6837,220.6533,
2021-03-19T18:06:52.7415990+02:00,59.5466,26,26,0,0,1,0,1,2,-100,0,-100,0,0,0,0,1,0,0,0,-1,1.270577,-0.3813117,-0.07138853,-0.209905,-1.788139E-07,-2.980232E-08,1,0.07436091,-0.5342804,0.1587726,0.8269258,-0.05186367,0.2102182,24.21415,81.52766,116.4764,349.6837,215.6533,
2021-03-19T18:06:52.7420948+02:00,57.5104,31,31,0,0,1,1,1,0,-100,-100,-100,-100,2,0,0,2,1,0,0,1,1.243232,-0.4094668,-0.3110349,-0.1319101,-2.682209E-07,-1.490116E-08,1,0.08465814,-0.5209433,0.191275,0.8275657,0.09916115,0.08201838,24.22532,81.52763,121.4763,349.6837,215.6533,
2021-03-19T18:06:52.7425907+02:00,58.5537,36,36,0,0,1,1,0,0,-100,-100,0,-100,1,0,1,1,-1,0,-1,-1,1.330828,-0.5157581,-0.1862447,-0.2126043,0,4.470348E-08,1,0.0842507,-0.5157416,0.1810922,0.8331375,0.1079826,0.2406919,24.24304,81.52759,116.4763,354.6837,215.6533,
2021-03-19T18:06:52.7430896+02:00,85.2838,41,41,0,0,0,0,1,0,0,0,-100,0,1,0,1,1,-1,0,-1,-1,1.370114,-0.473504,-0.2923063,-0.2520237,-5.960464E-08,0,0.9999999,0.07875586,-0.5094455,0.1829713,0.8371286,0.09570885,-0.040097,24.25987,81.52756,121.4764,349.6837,210.6534,
2021-03-19T18:06:52.7430896+02:00,56.0487,46,46,0,0,1,1,1,1,-100,-100,-100,-100,2,1,0,1,1,-1,0,-1,1.453732,-0.5555679,-0.2267787,-0.3241038,-2.980232E-08,5.960464E-08,1,0.0828601,-0.5079889,0.1837997,0.8374361,0.01794147,0.0869658,24.28166,81.52756,126.4764,344.6837,205.6534,
2021-03-19T18:06:52.7435826+02:00,57.0401,51,51,0,0,2,0,1,1,100,0,-100,0,1,1,1,1,-1,-1,-1,-1,1.456922,-0.5799784,-0.2659243,-0.3097824,0,8.940697E-08,1,0.08897656,-0.5036814,0.1935991,0.8372023,-0.03198242,0.1341848,24.30226,86.52753,131.4764,349.6837,205.6534,
2021-03-19T18:06:52.7440820+02:00,82.3678,56,56,0,0,0,0,1,0,0,0,-100,0,1,1,2,1,-1,-1,1,-1,1.005186,-0.2206458,0.03672913,0.02001771,-1.192093E-07,4.470348E-08,1,0.0963597,-0.5008656,0.2061753,0.835069,-0.0134201,0.2030611,24.31851,91.52753,136.4763,344.6837,200.6534,
2021-03-19T18:06:52.7445750+02:00,56.5359,61,61,0,0,1,0,2,1,-100,0,100,0,0,1,1,0,0,-1,-1,0,0.9826798,-0.09537715,0.02907476,0.02239195,-2.980232E-08,4.470348E-08,1,0.101074,-0.494682,0.215911,0.8357369,0.002544403,0.2124104,24.31643,96.52756,141.4763,339.6837,205.6534,
2021-03-19T18:06:52.7445750+02:00,56.5201,66,66,0,0,1,0,0,2,-100,0,0,0,2,1,2,1,1,-1,1,-1,0.9757427,-0.02172771,-0.005914681,0.02451707,2.980232E-08,-1.490116E-08,0.9999998,0.1029164,-0.4918301,0.2198204,0.8361761,-0.0006313324,0.2098322,24.31542,101.5276,141.4763,339.6837,200.6534,
2021-03-19T18:06:52.7450705+02:00,82.3597,71,71,0,0,1,0,0,0,-100,0,0,0,1,2,1,0,-1,1,-1,0,1.015415,0.01776973,0.005159345,-0.01524654,2.980232E-08,-1.490116E-08,1,0.1020367,-0.4918802,0.2195073,0.8363366,-0.0008249283,0.1772571,24.31559,106.5276,146.4763,344.6837,205.6534,
2021-03-19T18:06:52.7455672+02:00,57.0421,76,76,0,0,2,1,0,2,100,-100,0,-100,2,0,2,0,1,0,1,0,1.043752,0.08880186,-0.005574342,-0.03995255,0,0,0.9999999,0.1002076,-0.494712,0.2165643,0.8356544,-0.002131462,0.1573977,24.3176,101.5276,146.4763,339.6837,200.6534,
2021-03-19T18:06:52.7460637+02:00,56.0568,81,81,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,-1,-1,-1,1.070357,0.1681543,-0.03350227,-0.05653515,1.192093E-07,-2.980232E-08,0.9999999,0.09595285,-0.5010322,0.2083624,0.8344729,-0.003785133,0.1421752,24.32084,101.5276,146.4764,344.6837,205.6534,
2021-03-19T18:06:52.7465595+02:00,81.8354,86,86,0,0,1,1,1,0,-100,-100,-100,-100,0,1,0,1,0,-1,0,-1,1.102987,0.2248345,-0.0520358,-0.07857352,-1.192093E-07,0,1,0.08895139,-0.5102316,0.1946422,0.8329861,-0.003871918,0.1237569,24.32489,106.5276,151.4764,349.6837,200.6534,
2021-03-19T18:06:52.7465595+02:00,57.5412,91,91,0,0,1,1,2,0,-100,-100,100,-100,1,0,0,0,-1,0,0,0,1.144912,0.276244,-0.06492442,-0.1091876,1.192093E-07,-2.980232E-08,0.9999999,0.08018517,-0.521029,0.1774888,0.8310216,-0.005028725,0.09941649,24.33064,111.5276,156.4764,349.6837,200.6534,
2021-03-19T18:06:52.7470547+02:00,82.7967,96,96,0,0,2,0,1,0,100,0,-100,0,0,1,2,1,0,-1,1,-1,1.190478,0.3228428,-0.08020148,-0.1430563,-1.788139E-07,-7.450581E-08,1,0.06993007,-0.5327337,0.1574201,0.8285671,-0.005523682,0.07077885,24.33844,111.5276,156.4764,344.6837,200.6534,
2021-03-19T18:06:52.7475509+02:00,56.0756,101,101,0,0,0,0,0,0,0,0,0,0,1,2,2,1,-1,1,1,-1,1.247802,0.4127375,-0.1543207,-0.167409,0,2.980232E-08,1,0.05621377,-0.5456818,0.1296117,0.8259977,-0.00680542,0.05212569,24.34725,116.5276,161.4763,344.6837,205.6534,
2021-03-19T18:06:52.7480276+02:00,57.0119,106,106,0,0,0,1,1,1,0,-100,-100,-100,1,2,2,1,-1,1,1,-1,1.190908,0.201873,-0.1298302,-0.1664703,0,0,1,0.04754262,-0.5580931,0.1042843,0.8218252,-0.06774426,0.1751683,24.35833,111.5277,166.4763,339.6837,210.6534,
2021-03-19T18:06:52.7485187+02:00,82.3355,111,111,0,0,1,0,2,1,-100,0,100,0,2,2,0,2,1,1,0,1,1.035425,0.02527701,-0.08564692,-0.03156735,-1.788139E-07,7.450581E-09,1,0.05416087,-0.5621497,0.1068123,0.8183187,-0.1172152,0.3838348,24.36381,106.5276,171.4763,334.6837,215.6534,
2021-03-19T18:06:52.7485187+02:00,59.5454,116,116,0,0,0,1,0,1,0,-100,0,-100,2,1,0,1,1,-1,0,-1,0.990238,-0.08369348,0.05117539,0.01463338,-5.960464E-08,8.940697E-08,1,0.06179165,-0.5605497,0.1294256,0.8156071,0.006960869,0.2948048,24.37109,101.5277,166.4763,339.6837,215.6534,
2021-03-19T18:06:52.7490405+02:00,81.8426,121,121,0,0,0,0,0,0,0,0,0,0,1,2,1,1,-1,1,-1,-1,0.995011,-0.06711263,0.04858488,0.008444671,-1.192093E-07,0,1,0.06302797,-0.5581734,0.1361219,0.816052,0.001127243,0.2168813,24.37134,106.5277,171.4763,344.6837,215.6534,
2021-03-19T18:06:52.7495193+02:00,56.5416,126,126,0,0,1,0,1,1,-100,0,-100,0,0,0,2,2,0,0,1,1,0.9628588,-0.1271112,0.05758101,0.04730707,-2.086163E-07,1.490116E-08,1,0.06819557,-0.5546543,0.145268,0.816459,0.002398491,0.2498565,24.3692,101.5277,176.4764,339.6837,210.6534,
2021-03-19T18:06:52.7500304+02:00,57.0179,131,131,0,0,1,2,2,1,-100,100,100,100,1,1,0,0,-1,-1,0,0,0.9672105,-0.1196385,0.05284351,0.04167322,5.960464E-08,1.490116E-08,1,0.07363782,-0.549961,0.1562361,0.8171356,-0.01026917,0.2559378,24.36681,101.5277,171.4763,339.6837,215.6534,
